0.01 0.286 0.26 0
0.05 0.817 0.336 0
0.07 1.133 0.313 0
0.1 1.522 0.271 0
0.5 1.096 0.338 0
0.7 0.888 0.326 0
1 0.692 0.334 0
2 0.49 0.282 0
3 0.387 0.278 0
4 0.342 0.272 0
5 0.328 0.256 0
7 0.302 0.239 0
10 0.28 0.239 0
20 0.246 0.232 0
30 0.231 0.222 0
50 0.233 0.223 0
70 0.236 0.211 0
100 0.233 0.209 0
200 0.232 0.208 0
300 0.226 0.208 0
