0.01 0.737017225860188 0.000312259114236916 0
0.02 0.737956723425151 0.000308775942385239 0
0.03 0.738900507871423 0.00030532441769904 0
0.04 0.739848550663827 0.000301904394155776 0
0.05 0.740800823267188 0.000298515725732903 0
0.06 0.74175729714633 0.000295158266407877 0
0.07 0.742717943766077 0.000291831870158157 0
0.08 0.743682734591252 0.000288536390961197 0
0.09 0.74465164108668 0.000285271682794455 0
0.1 0.745624634717184 0.000282037599635387 0
0.2 0.755573085712726 0.00025134901850724 0
0.3 0.765898861522333 0.000223562313348769 0
0.4 0.776573426970005 0.000198531461616566 0
0.5 0.78756824687974 0.000176110440767227 0
0.6 0.798854786075539 0.000156153228257346 0
0.7 0.810404509381399 0.000138513801543517 0
0.8 0.822188881621321 0.000123046138082334 0
0.9 0.834179367619302 0.000109604215330391 0
1 0.846347432199342 9.80420107442823e-05 0
2 0.971517161292296 5.36795044550226e-05 0
3 1.08305605495621 3.66640162140669e-05 0
4 1.15423358128728 8.61556397129911e-05 0
5 1.18371784540975 0.000266778665899341 0
6 1.18893958076889 0.000323382616066729 0
7 1.18643178959304 9.96557134415996e-05 0
8 1.1822368730673 0.000336880459830159 0
9 1.17744551501167 0.00081243539694245 0
10 1.17311916045374 0.00115290571438943 0
20 1.17518137616617 0.000196435667487606 0
30 1.02027950276052 0.0441769135208141 0
40 0.844877043675198 0.091791932316328 0
50 0.726777287402397 0.121690848097042 0
60 0.649835719780266 0.138607492737658 0
70 0.601839271990143 0.146253329652078 0
80 0.576779934308407 0.146692865733113 0
90 0.568971764015441 0.141905124344027 0
100 0.572728818391623 0.133869128848089 0
150 0.631997031699977 0.0904964929588585 0
200 0.670853358142585 0.0674189080787123 0
300 0.587129324430706 0.0947428640428006 0
400 0.515120897988679 0.11735398797496 0
500 0.515120897988679 0.11735398797496 0
600 0.515120897988679 0.11735398797496 0
700 0.515120897988679 0.11735398797496 0
800 0.515120897988679 0.11735398797496 0
900 0.515120897988679 0.11735398797496 0
1000 0.515120897988679 0.11735398797496 0
1500 0.515120897988679 0.11735398797496 0
2000 0.515120897988679 0.11735398797496 0
2500 0.515120897988679 0.11735398797496 0
3000 0.515120897988679 0.11735398797496 0
3500 0.515120897988679 0.11735398797496 0
4000 0.515120897988679 0.11735398797496 0
4500 0.515120897988679 0.11735398797496 0
5000 0.515120897988679 0.11735398797496 0
5500 0.515120897988679 0.11735398797496 0
6000 0.515120897988679 0.11735398797496 0
6500 0.515120897988679 0.11735398797496 0
7000 0.515120897988679 0.11735398797496 0
7500 0.515120897988679 0.11735398797496 0
8000 0.515120897988679 0.11735398797496 0
8500 0.515120897988679 0.11735398797496 0
9000 0.515120897988679 0.11735398797496 0
9500 0.515120897988679 0.11735398797496 0
10000 0.515120897988679 0.11735398797496 0
