0.1 1.84817308076101 0
0.2 1.88471348531747 0
0.3 1.92510871055826 0
0.4 1.96699673011122 0
0.5 2.00801551760417 0.00192400611648783
0.6 2.04580304666494 0.00574137448490004
0.7 2.07814728716386 0.00972647420089895
0.8 2.10438471245438 0.013531299896271
0.9 2.12476532985667 0.0171571184953667
1 2.13955095397532 0.0206097112125792
2 2.03728177756923 0.0468800820476298
3 1.66350933783723 0.0621872005268672
4 1.27418813625984 0.0721992632923019
5 0.990490303025759 0.0799850587088783
6 0.798805597031868 0.0860139668644746
7 0.679663674075397 0.0906423500957922
8 0.613594189953578 0.0942265707395326
9 0.581126800463644 0.0971229911323972
10 0.562878744479672 0.0996863754486267
20 0.417812460896655 0.120828602330788
30 0.315335741357003 0.135023978257032
40 0.248010348312476 0.143487626423876
50 0.20839804421483 0.147434670027836
60 0.189060591515823 0.14808023226543
70 0.182560781745396 0.146639284998862
80 0.182826993183345 0.144125979458059
90 0.18784525938804 0.140957755679977
100 0.196351811913815 0.137441730987984
200 0.259622574583108 0.126037778218247
300 0.285972318143819 0.117694030488271
400 0.354022216179228 0.103733994566182
500 0.444857943696133 0.0924165316930346
600 0.445225114243663 0.0924065179888267
700 0.444977269300555 0.0924340944721428
800 0.444661604752494 0.0924678643445394
900 0.444610238795484 0.0924733592779359
999 0.444677630605117 0.0924661480326525
