0.010000 1.581257 0.217816
0.020000 1.928710 0.211063
0.030000 2.089377 0.210241
0.040000 2.167797 0.211518
0.050000 2.206581 0.212873
0.060000 2.225308 0.213686
0.070000 2.232730 0.213916
0.080000 2.233062 0.214072
0.090000 2.228601 0.213795
0.100000 2.220374 0.213380
0.200000 2.016044 0.210266
0.300000 1.767364 0.213700
0.400000 1.566166 0.218175
0.500000 1.411835 0.221764
0.600000 1.291800 0.224450
0.700000 1.196717 0.226438
0.800000 1.120173 0.228074
0.900000 1.058441 0.229119
1.000000 1.008060 0.230048
2.000000 0.735061 0.233986
3.000000 0.570806 0.235738
4.000000 0.476713 0.236539
5.000000 0.418558 0.236967
6.000000 0.379486 0.237233
7.000000 0.351400 0.237413
8.000000 0.330243 0.237542
9.000000 0.313753 0.237639
10.000000 0.300460 0.237716
20.000000 0.239819 0.238036
30.000000 0.219168 0.238140
40.000000 0.208709 0.238189
50.000000 0.202366 0.238215
60.000000 0.198092 0.238234
70.000000 0.195049 0.238246
80.000000 0.192741 0.238257
90.000000 0.190945 0.238263
100.000000 0.189502 0.238269
150.000000 0.185152 0.238286
200.000000 0.182965 0.238295
300.000000 0.180780 0.238304
400.000000 0.179705 0.238306
500.000000 0.179071 0.238312
