0.002500 1.367849 0.222706
0.005000 1.753114 0.214026
0.007500 1.980630 0.209981
0.010000 2.122371 0.210669
0.012500 2.210274 0.212898
0.015000 2.261666 0.215986
0.017500 2.287515 0.219159
0.020000 2.295031 0.222007
0.022500 2.289597 0.224195
0.025000 2.274741 0.225829
0.050000 1.973568 0.218045
0.075000 1.731517 0.200227
0.100000 1.593989 0.188064
0.125000 1.521566 0.187425
0.150000 1.497340 0.178859
0.175000 1.496961 0.178591
0.200000 1.513945 0.180545
0.225000 1.542577 0.183301
0.250000 1.578222 0.186647
0.500000 1.989033 0.218975
0.750000 2.216709 0.226505
1.000000 2.271885 0.221125
1.250000 2.233059 0.215075
1.500000 2.150280 0.211202
1.750000 2.049725 0.209472
2.000000 1.944285 0.209628
2.250000 1.862818 0.210446
2.500000 1.769921 0.211813
5.000000 1.104549 0.226266
7.500000 0.821591 0.231572
10.000000 0.671249 0.233845
12.500000 0.578271 0.235043
15.000000 0.515220 0.235767
17.500000 0.469439 0.236248
20.000000 0.434985 0.236589
22.500000 0.408040 0.236834
25.000000 0.386274 0.237026
37.500000 0.320207 0.237544
50.000000 0.286698 0.237772
75.000000 0.252747 0.237969
100.000000 0.235612 0.238061
125.000000 0.225261 0.238112
