0.000833333333333333 54.3838 49.3213 0.0438485
0.00166666666666667 76.9277 63.4749 0.0620253
0.0025 96.1459 71.6184 0.0775205
0.00333333333333333 108.557 74.9918 0.0875274
0.00416666666666667 117.526 76.5763 0.0947585
0.005 125.328 77.4214 0.101049
0.00583333333333333 132.851 77.8082 0.107115
0.00666666666666667 140.18 77.8207 0.113025
0.0075 147.405 77.52 0.11885
0.00833333333333333 154.638 76.9461 0.124682
0.0166666666666667 222.361 64.521 0.179285
0.025 279.964 52.8895 0.225729
0.0333333333333333 329.887 45.0799 0.266008
0.0416666666666667 374.751 39.6976 0.302243
0.05 416.201 35.7482 0.335717
0.0583333333333333 455.274 32.6871 0.367288
0.0666666666666667 492.51 30.2239 0.397381
0.075 528.161 28.1909 0.426195
0.0833333333333333 562.391 26.4816 0.453878
0.166666666666667 815.145 18.3039 0.658707
0.25 917.558 16.2763 0.74248
0.333333333333333 935.78 15.971 0.758411
0.416666666666667 918.962 16.2705 0.74607
0.5 889.441 16.8127 0.723494
0.583333333333333 856.093 17.4646 0.697868
0.666666666666667 822.56 18.1666 0.672092
0.75 790.155 18.8955 0.647194
0.833333333333333 759.215 19.6413 0.623515
1.66666666666667 529.477 27.4084 0.449955
2.5 408.618 33.9983 0.362359
3.33333333333333 320.771 41.0192 0.298238
4.16666666666667 264.758 47.286 0.255839
5 226.708 52.7803 0.225307
5.83333333333333 198.784 57.3834 0.201828
6.66666666666667 177.129 61.0041 0.18295
7.5 159.788 63.6255 0.167364
8.33333333333333 145.375 65.3494 0.1541
12.5 98.3611 64.3618 0.108807
16.6666666666667 72.0532 56.253 0.0820156
25 46.5495 41.5628 0.0541361
33.3333333333333 36.7564 34.1757 0.0421226
41.6666666666667 29.8703 28.4273 0.0340871
50 25.2738 24.3741 0.0287428
58.3333333333333 21.978 21.3732 0.0249268
66.6666666666667 19.4931 19.0635 0.0220596
75 17.561 17.2421 0.0198396
83.3333333333333 16.0128 15.7679 0.0180619
125 11.3489 11.2576 0.0127353
166.666666666667 9.01054 8.96347 0.0100797
208.333333333333 7.60712 7.57815 0.0084928
250 6.67995 6.65999 0.00744355
291.666666666667 6.01884 6.00402 0.00669832
333.333333333333 5.53234 5.5207 0.00614769
375 5.14938 5.1399 0.00571583
416.666666666667 4.85019 4.84219 0.00537809
458.333333333333 4.60702 4.60011 0.00510286
500 4.40852 4.40243 0.00487788
541.666666666667 4.24073 4.23527 0.00468834
583.333333333333 4.10024 4.09528 0.00452861
625 3.99255 3.98795 0.00440341
666.666666666667 3.87583 3.8716 0.00427334
708.333333333333 3.7958 3.79181 0.0041787
750 3.70813 3.70439 0.00408049
791.666666666667 3.64579 3.64223 0.00400692
